id,situationtext
2555,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  While Participant X solved less than half of the problems Participant Y did, it seems unfair to not reward them any money at all."
2556,"Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They both had an opportunity to solve the problems and knew the rules beforehand. Y was superior, 19-10 and has earned the pot."
2557,"Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  The results were pretty close (8 v. 10), so just split the bonus between them."
2558,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I feel that Participant X should receive some compensation for his/her time and effort. He/She should receive less though, because he/she solved 10 less problems than Participant Y."
2559,Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I feel it is fair for both to get some compensation for their efforts.
2560,"Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Based on the merit of participant X's performance when taken in context of the performance of all other participants, participant X would likely be a winner in many other matchups. While it is a small sum that I chose to allocate to participant X, I believe that they deserved more than nothing for their performance, although participant Y was deserving of their earnings as the victor in the competition. The amount was small because I believed that participant Y shouldn't have their earnings reduced by much."
2561,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because it was already clarified to then at the beginning and not fair to anybody who didn't receive a break on the rules
2562,Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The participate won the challenge
2564,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  sharing is caring
2565,Y barely outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  That is what I would do if I was given the choice as being the participant that had one more answer correctly and my sense of fairness.
2566,Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I believe they should get something for the answers they did get correct.
2567,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Both people came into the process with knowledge of how they would be paid.
2568,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant y deserves compensation for being part of the study, so 30 cents seems like enough compensation compared to the $1.80 participant x will receive."
2569,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Participant y  did much better in answering with accuracy and earned the amount stated. Participant X knew the rules going into it and yet did poorly. X new that by answering fewer questions correctly that the amount earned would be $0.
2570,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I wanted to give the other person some money even though they didn't get more problem right because they got 12 right which is still an accomplishment.
2571,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I need as much money as I can get in between jobs.
2572,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The instructions said if they did not complete as many as the other then they would get nothing so it seems fair to give the person who completed vastly fewer problems nothing as they were already told this would happen
2573,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were explicit and thorough
2574,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  because I think they should at least get some, but not all of what I get .just some"
